Month,Start Balance,End Balance,Profit,Return %,Max DD %,Trades,Win Rate %,Avg Lot Size,Profit Factor,Gross Profit,Gross Loss
2024-02,100000.0,99268.07,-731.93,-0.73,-2.03,10,20.0,0.76,0.74,2077.21,-2809.14
